"Regulation","Gene","Dataset"
"Up","ANLN","GSE19188"
"Up","TROAP","GSE19188"
"Down","ATP13A4","GSE19188"
"Down","CD93","GSE19188"
"Down","CGNL1","GSE19188"
"Down","NPR1","GSE19188"
"Down","KIAA0040","GSE19188"
"Up","CENPA","GSE19188"
"Down","ITIH3","GSE19188"
"Down","GATA6","GSE19188"
"Down","GPX3","GSE19188"
"Up","RRM2","GSE19188"
"Down","CPB2","GSE19188"
"Down","C14orf132","GSE19188"
"Down","ARRB1","GSE19188"
"Down","TPPP","GSE19188"
"Down","TPK1","GSE19188"
"Up","KIF14","GSE19188"
"Down","STARD9","GSE19188"
"Down","PIP5K1B","GSE19188"
"Down","ADGRF5","GSE19188"
"Down","WFDC1","GSE19188"
"Up","FOXM1","GSE19188"
"Down","CAT","GSE19188"
"Up","RACGAP1","GSE19188"
"Up","ORC6","GSE19188"
"Up","DSP","GSE19188"
"Down","ELAPOR2","GSE19188"
"Up","GREM1","GSE19188"
"Down","LRRC32","GSE19188"
"Down","RAMP2","GSE19188"
"Up","KIF11","GSE19188"
"Down","GPD1","GSE19188"
"Up","ECT2","GSE19188"
"Up","SPAG5","GSE19188"
"Up","CCT3","GSE19188"
"Up","CDK1","GSE19188"
"Down","CACNA2D2","GSE19188"
"Down","LMOD1","GSE19188"
"Down","ALOX5","GSE19188"
"Down","HECW2","GSE19188"
"Down","JAML","GSE19188"
"Down","TPPP3","GSE19188"
"Up","CENPE","GSE19188"
"Up","SRD5A1","GSE19188"
"Down","PRICKLE2","GSE19188"
"Down","JCAD","GSE19188"
"Down","DES","GSE19188"
"Down","AGTR1","GSE19188"
"Up","CCNA2","GSE19188"
"Up","HMMR","GSE19188"
"Down","PRAM1","GSE19188"
"Up","KPNA2","GSE19188"
"Down","ADGRE5","GSE19188"
"Up","NCAPG2","GSE19188"
"Down","FAM184A","GSE19188"
"Up","MCM2","GSE19188"
"Down","CSRNP1","GSE19188"
"Down","CD83","GSE19188"
"Down","NR3C2","GSE19188"
"Down","HEG1","GSE19188"
"Up","FBXO32","GSE19188"
"Down","MACF1","GSE19188"
"Down","ADAMTSL4","GSE19188"
"Down","MYADM","GSE19188"
"Down","RETN","GSE19188"
"Up","KIF20A","GSE19188"
"Down","CCBE1","GSE19188"
"Down","TLR3","GSE19188"
"Up","ASPM","GSE19188"
"Up","RCCD1","GSE19188"
"Up","PBK","GSE19188"
"Down","SHANK3","GSE19188"
"Down","PLEKHH2","GSE19188"
"Down","SLCO2A1","GSE19188"
"Up","KIFC1","GSE19188"
"Up","GPT2","GSE19188"
"Up","TRIP13","GSE19188"
"Up","SPTBN2","GSE19188"
"Down","ARHGEF3","GSE19188"
"Up","PIMREG","GSE19188"
"Down","FAM162B","GSE19188"
"Down","ADRB1","GSE19188"
"Down","GNG11","GSE19188"
"Down","LMO7","GSE19188"
"Down","CBX7","GSE19188"
"Down","HPGDS","GSE19188"
"Up","RMI2","GSE19188"
"Up","MAD2L1","GSE19188"
"Down","STOM","GSE19188"
"Down","SPART","GSE19188"
"Down","COLEC12","GSE19188"
"Down","PTPRM","GSE19188"
"Down","SYNPO2","GSE19188"
"Down","IL11RA","GSE19188"
"Up","P3H4","GSE19188"
"Down","CASKIN2","GSE19188"
"Up","MMP12","GSE19188"
"Down","PLPP3","GSE19188"
"Up","RFC4","GSE19188"
"Up","DTYMK","GSE19188"
"Down","TNS2","GSE19188"
"Up","POLE2","GSE19188"
"Down","CCL23","GSE19188"
"Down","PPARG","GSE19188"
"Down","GSTM5","GSE19188"
"Up","KIF15","GSE19188"
"Up","PLK1","GSE19188"
"Down","GLIPR2","GSE19188"
"Down","CDO1","GSE19188"
"Down","PHACTR2","GSE19188"
"Up","KNTC1","GSE19188"
"Up","KIF18B","GSE19188"
"Down","HLX","GSE19188"
"Down","ZEB2","GSE19188"
"Up","SEM1","GSE19188"
"Down","ABCA6","GSE19188"
"Down","OLFML1","GSE19188"
"Down","SULT1A1","GSE19188"
"Down","CALCRL","GSE19188"
"Up","RNASEH2A","GSE19188"
"Down","GGTLC1","GSE19188"
"Down","PLA1A","GSE19188"
"Up","FEN1","GSE19188"
"Down","PZP","GSE19188"
"Up","NDC80","GSE19188"
"Down","CCND3","GSE19188"
"Up","TK1","GSE19188"
"Down","SOX17","GSE19188"
"Down","WWC3","GSE19188"
"Up","EXO1","GSE19188"
"Down","SYNM","GSE19188"
"Down","TMOD1","GSE19188"
"Up","CDC6","GSE19188"
"Down","FAT4","GSE19188"
"Down","GIMAP6","GSE19188"
"Down","FOSB","GSE19188"
"Down","VGLL3","GSE19188"
"Down","CASQ2","GSE19188"
"Up","CHEK1","GSE19188"
"Up","CDC45","GSE19188"
"Down","SELENBP1","GSE19188"
"Up","FANCI","GSE19188"
"Down","CD34","GSE19188"
"Up","POLR2H","GSE19188"
"Down","HYAL1","GSE19188"
"Up","CDT1","GSE19188"
"Down","VSIR","GSE19188"
"Up","DONSON","GSE19188"
"Down","SH2B3","GSE19188"
"Down","ADGRL2","GSE19188"
"Down","PLCE1","GSE19188"
"Down","DAAM2","GSE19188"
"Up","ASF1B","GSE19188"
"Down","HBB","GSE19188"
"Down","FAM13B","GSE19188"
"Up","PTTG1","GSE19188"
"Down","PRX","GSE19188"
"Down","KAT2B","GSE19188"
"Up","ATAD2","GSE19188"
"Up","CDCA7","GSE19188"
"Down","TMEM243","GSE19188"
"Down","FAM13C","GSE19188"
"Down","PGM5","GSE19188"
"Down","FBLN5","GSE19188"
"Up","TYMS","GSE19188"
"Down","CCDC69","GSE19188"
"Up","NCAPH","GSE19188"
"Down","LONRF3","GSE19188"
"Up","POLQ","GSE19188"
"Down","TENT5B","GSE19188"
"Down","ZFP36","GSE19188"
"Down","LMO2","GSE19188"
"Down","TAPT1","GSE19188"
"Down","CAV2","GSE19188"
"Up","RECQL4","GSE19188"
"Down","GATA2","GSE19188"
"Down","A2M","GSE19188"
"Up","MYBL2","GSE19188"
"Down","CLEC12A","GSE19188"
"Down","RHOJ","GSE19188"
"Down","DPYSL2","GSE19188"
"Down","PCF11","GSE19188"
"Down","TMEM273","GSE19188"
"Up","H2BC5","GSE19188"
"Up","ALDH18A1","GSE19188"
"Down","HBEGF","GSE19188"
"Down","FHDC1","GSE19188"
"Down","STAC","GSE19188"
"Up","BLM","GSE19188"
"Down","IFT57","GSE19188"
"Up","CENPL","GSE19188"
"Up","KIF23","GSE19188"
"Up","AURKB","GSE19188"
"Down","LIMCH1","GSE19188"
"Down","SPNS2","GSE19188"
"Down","MS4A7","GSE19188"
"Down","PLSCR4","GSE19188"
"Up","GGCT","GSE19188"
"Down","EPAS1","GSE19188"
"Down","GPD1L","GSE19188"
"Down","NEXN","GSE19188"
"Down","SH3BP5","GSE19188"
"Down","SYNC","GSE19188"
"Up","PSAT1","GSE19188"
"Down","P2RY14","GSE19188"
"Down","FRMD4B","GSE19188"
"Down","ANOS1","GSE19188"
"Down","ARHGEF26","GSE19188"
"Up","RAD51AP1","GSE19188"
"Down","CYYR1","GSE19188"
"Down","AKAP13","GSE19188"
"Up","EZH2","GSE19188"
"Down","CCN5","GSE19188"
"Down","PTGER4","GSE19188"
"Down","FBP1","GSE19188"
"Up","OCIAD2","GSE19188"
"Down","ACKR1","GSE19188"
"Up","EEF1AKMT4","GSE19188"
"Down","RGN","GSE19188"
"Up","TUBG1","GSE19188"
"Down","TMPRSS2","GSE19188"
"Down","VSIG4","GSE19188"
"Down","CELF2","GSE19188"
"Up","ESPL1","GSE19188"
"Down","DRAM1","GSE19188"
"Down","SLC1A1","GSE19188"
"Up","GTSE1","GSE19188"
"Up","MCM10","GSE19188"
"Down","WIF1","GSE19188"
"Up","MCM7","GSE19188"
"Up","SULF1","GSE19188"
"Down","MRC1","GSE19188"
"Down","MYH10","GSE19188"
"Down","HPGD","GSE19188"
"Down","SULT1A2","GSE19188"
"Down","CCRL2","GSE19188"
"Up","F12","GSE19188"
"Down","COX4I2","GSE19188"
"Down","RPS6KA2","GSE19188"
"Down","LHFPL6","GSE19188"
"Up","SRPK1","GSE19188"
"Down","FCER1A","GSE19188"
"Down","CCDC68","GSE19188"
"Down","NPNT","GSE19188"
"Up","PDCD2L","GSE19188"
"Up","GPI","GSE19188"
"Up","OIP5","GSE19188"
"Down","SLC26A9","GSE19188"
"Up","SHMT2","GSE19188"
"Down","ICAM2","GSE19188"
"Down","MMP28","GSE19188"
"Down","OGN","GSE19188"
"Up","PFN2","GSE19188"
"Down","THBD","GSE19188"
"Down","TGFBR2","GSE19188"
"Down","STXBP6","GSE19188"
"Up","ACTL6A","GSE19188"
"Up","CENPK","GSE19188"
"Down","CYP27A1","GSE19188"
"Down","CXCR2","GSE19188"
"Up","PAICS","GSE19188"
"Down","F8","GSE19188"
"Down","GUCY1A2","GSE19188"
"Down","SLC16A5","GSE19188"
"Up","SELENOI","GSE19188"
"Up","MRPL13","GSE19188"
"Up","DTL","GSE19188"
"Down","KLRF1","GSE19188"
"Up","IGF2BP3","GSE19188"
"Up","CCDC167","GSE19188"
"Down","IL3RA","GSE19188"
"Down","HLF","GSE19188"
"Down","RPGR","GSE19188"
"Up","DEPDC1","GSE19188"
"Down","MAGI3","GSE19188"
"Down","LAMP3","GSE19188"
"Up","COA6","GSE19188"
"Down","SMAD6","GSE19188"
"Down","FRMD3","GSE19188"
"Down","DOK2","GSE19188"
"Down","CLIC3","GSE19188"
"Down","SNX30","GSE19188"
"Down","PROS1","GSE19188"
"Down","ARHGEF6","GSE19188"
"Up","RAD54L","GSE19188"
"Down","PLLP","GSE19188"
"Down","HACD4","GSE19188"
"Down","COX7A1","GSE19188"
"Up","CCNE1","GSE19188"
"Down","GJA4","GSE19188"
"Down","ARHGAP29","GSE19188"
"Down","TYRP1","GSE19188"
"Up","TRAP1","GSE19188"
"Up","PARP1","GSE19188"
"Up","SAPCD2","GSE19188"
"Down","GAS6","GSE19188"
"Down","ROR1","GSE19188"
"Up","CDCA2","GSE19188"
"Down","LRRN4","GSE19188"
"Down","SFTPC","GSE19188"
"Up","MRPL12","GSE19188"
"Down","SPARCL1","GSE19188"
"Down","AQP1","GSE19188"
"Down","TM6SF1","GSE19188"
"Up","NCAPD2","GSE19188"
"Down","HK3","GSE19188"
"Up","MZT2A","GSE19188"
"Down","SFTPD","GSE19188"
"Down","ARHGEF10","GSE19188"
"Down","MOB3B","GSE19188"
"Down","ROS1","GSE19188"
"Up","COL10A1","GSE19188"
"Up","PCNA","GSE19188"
"Down","IL18R1","GSE19188"
"Down","LAMB2","GSE19188"
"Down","GPM6B","GSE19188"
"Down","PAPSS2","GSE19188"
"Down","C16orf89","GSE19188"
"Down","GMFG","GSE19188"
"Down","AOX1","GSE19188"
"Down","ECRG4","GSE19188"
"Down","PHYHD1","GSE19188"
"Down","PRKCQ","GSE19188"
"Down","PNPLA6","GSE19188"
"Up","EFNA4","GSE19188"
"Down","SOCS2","GSE19188"
"Down","C1orf162","GSE19188"
"Up","FIGNL1","GSE19188"
"Down","LATS2","GSE19188"
"Down","ALDH2","GSE19188"
"Down","C5AR1","GSE19188"
"Up","CHAF1B","GSE19188"
"Down","PF4","GSE19188"
"Up","XPO5","GSE19188"
"Down","RRAD","GSE19188"
"Up","CENPM","GSE19188"
"Down","ABLIM3","GSE19188"
"Down","CLDN5","GSE19188"
"Up","BUB1","GSE19188"
"Down","TSPAN4","GSE19188"
"Down","LTA4H","GSE19188"
"Up","ALG3","GSE19188"
"Up","YDJC","GSE19188"
"Down","HSDL2","GSE19188"
"Down","KLF6","GSE19188"
"Up","FAM83D","GSE19188"
"Down","GALNT18","GSE19188"
"Down","MT1M","GSE19188"
"Down","NRGN","GSE19188"
"Up","CKAP2L","GSE19188"
"Down","IL33","GSE19188"
"Up","CAD","GSE19188"
"Down","RFTN1","GSE19188"
"Down","MFSD2A","GSE19188"
"Down","SLC15A2","GSE19188"
"Down","PCOLCE2","GSE19188"
"Up","HELLS","GSE19188"
"Up","MRPL15","GSE19188"
"Down","MS4A14","GSE19188"
"Down","SLC35A1","GSE19188"
"Up","COL1A1","GSE19188"
"Up","SGO2","GSE19188"
"Down","MSR1","GSE19188"
"Up","SNRNP25","GSE19188"
"Down","LPL","GSE19188"
"Down","CD300LF","GSE19188"
"Up","ILF2","GSE19188"
"Up","FIRRM","GSE19188"
"Up","PPAT","GSE19188"
"Up","LAGE3","GSE19188"
"Up","IGFBP3","GSE19188"
"Up","MIS18A","GSE19188"
"Up","TMEM14A","GSE19188"
"Down","DUSP1","GSE19188"
"Up","NUP155","GSE19188"
"Down","CD33","GSE19188"
"Up","PPIL1","GSE19188"
"Down","S100A4","GSE19188"
"Up","NEK2","GSE19188"
"Down","GAB3","GSE19188"
"Down","DNASE1L3","GSE19188"
"Up","EIF4EBP1","GSE19188"
"Down","PODXL","GSE19188"
"Up","ZWILCH","GSE19188"
"Up","MRGBP","GSE19188"
"Down","SGMS2","GSE19188"
"Up","UNG","GSE19188"
"Down","PDE2A","GSE19188"
"Down","PMP22","GSE19188"
"Down","RNASE4","GSE19188"
"Down","IL1RL1","GSE19188"
"Down","GIMAP7","GSE19188"
"Up","PNPT1","GSE19188"
"Down","CCDC9B","GSE19188"
"Down","LIFR","GSE19188"
"Up","DKC1","GSE19188"
"Up","EXOSC5","GSE19188"
"Down","KLF4","GSE19188"
"Down","CNRIP1","GSE19188"
"Down","ARHGAP18","GSE19188"
"Up","TRIM59","GSE19188"
"Down","UBL3","GSE19188"
"Down","CHI3L2","GSE19188"
"Up","AHCY","GSE19188"
"Up","NTAQ1","GSE19188"
"Down","CYRIA","GSE19188"
"Down","TBX2","GSE19188"
"Down","ADGRL4","GSE19188"
"Down","IL18RAP","GSE19188"
"Down","SORBS2","GSE19188"
"Down","BMP5","GSE19188"
"Up","DSCC1","GSE19188"
"Down","GHR","GSE19188"
"Down","CFTR","GSE19188"
"Up","NPM3","GSE19188"
"Up","RAD54B","GSE19188"
"Up","BORA","GSE19188"
"Up","TOP6BL","GSE19188"
"Down","COL4A3","GSE19188"
"Down","PKNOX2","GSE19188"
"Up","TICRR","GSE19188"
"Down","MAP3K8","GSE19188"
"Up","PLPP2","GSE19188"
"Down","PID1","GSE19188"
"Down","CXCL2","GSE19188"
"Down","GRAMD2A","GSE19188"
"Down","EFEMP1","GSE19188"
"Up","DNMT3B","GSE19188"
"Down","BTK","GSE19188"
"Down","BMP2","GSE19188"
"Down","EOGT","GSE19188"
"Down","MAOB","GSE19188"
"Down","GSAP","GSE19188"
"Up","GGH","GSE19188"
"Down","CYB5A","GSE19188"
"Up","CENPU","GSE19188"
"Up","RPP40","GSE19188"
"Down","EGFL7","GSE19188"
"Down","C11orf96","GSE19188"
"Down","LTBP2","GSE19188"
"Down","RAB11FIP1","GSE19188"
"Down","GUCY1A1","GSE19188"
"Up","FERMT1","GSE19188"
"Down","KDR","GSE19188"
"Down","ZCCHC24","GSE19188"
"Down","GYPC","GSE19188"
"Down","NEDD4L","GSE19188"
"Down","LST1","GSE19188"
"Up","MTFR1","GSE19188"
"Down","USP53","GSE19188"
"Down","STEAP4","GSE19188"
"Down","ANXA3","GSE19188"
"Down","FAM20A","GSE19188"
"Down","TPSAB1","GSE19188"
"Down","MNDA","GSE19188"
"Down","ALOX5AP","GSE19188"
"Down","RGL1","GSE19188"
"Up","CDCA4","GSE19188"
"Up","NDC1","GSE19188"
"Up","MRPS17","GSE19188"
"Up","PRDX4","GSE19188"
"Down","C4BPA","GSE19188"
"Down","TMEM139","GSE19188"
"Up","KIF26B","GSE19188"
"Down","GADD45B","GSE19188"
"Down","CYS1","GSE19188"
"Up","DSG2","GSE19188"
"Down","ADTRP","GSE19188"
"Down","PRRG1","GSE19188"
"Down","FLVCR2","GSE19188"
"Down","TMEM47","GSE19188"
"Up","MDK","GSE19188"
"Down","MYO1F","GSE19188"
"Down","CAVIN1","GSE19188"
"Down","DAB2","GSE19188"
"Up","AK4","GSE19188"
"Down","LRRN3","GSE19188"
"Up","KNSTRN","GSE19188"
"Down","SEMA3B","GSE19188"
"Down","CRIM1","GSE19188"
"Down","CXCL3","GSE19188"
"Down","MID1IP1","GSE19188"
"Down","SESN1","GSE19188"
"Down","UPK3B","GSE19188"
"Down","FIBIN","GSE19188"
"Up","BRI3BP","GSE19188"
"Down","PPP1R15A","GSE19188"
"Down","GNA14","GSE19188"
"Down","SRPX","GSE19188"
"Down","FAM241A","GSE19188"
"Up","PDK1","GSE19188"
"Down","ZC3H12C","GSE19188"
"Up","IGSF9","GSE19188"
"Down","MACROD2","GSE19188"
"Down","ZBED2","GSE19188"
"Up","NUDT1","GSE19188"
"Up","COL3A1","GSE19188"
"Down","MAL","GSE19188"
"Up","SLC2A1","GSE19188"
"Up","CTSV","GSE19188"
"Up","FANCG","GSE19188"
"Up","PLOD2","GSE19188"
"Down","CYP4V2","GSE19188"
"Down","PRELP","GSE19188"
"Down","RERG","GSE19188"
"Up","TRAIP","GSE19188"
"Down","GPRC5A","GSE19188"
"Down","CSF3R","GSE19188"
"Up","CSE1L","GSE19188"
"Down","EPB41L5","GSE19188"
"Down","TMEM125","GSE19188"
"Down","EEF1A1","GSE19188"
"Up","EGLN3","GSE19188"
"Down","C16orf54","GSE19188"
"Down","PRKCZ","GSE19188"
"Down","CXCL16","GSE19188"
"Up","UCK2","GSE19188"
"Down","CTSH","GSE19188"
"Down","CARD6","GSE19188"
"Up","DBF4","GSE19188"
"Down","DAPK1","GSE19188"
"Down","LRP2","GSE19188"
"Down","IL6R","GSE19188"
"Up","GALNT14","GSE19188"
"Down","RBP4","GSE19188"
"Down","CD52","GSE19188"
"Up","GJB2","GSE19188"
"Down","FLRT3","GSE19188"
"Down","IRAK3","GSE19188"
"Down","ALDH3B1","GSE19188"
"Up","PFKP","GSE19188"
"Down","AKAP12","GSE19188"
"Up","BOP1","GSE19188"
"Up","GOLM1","GSE19188"
"Up","CENPW","GSE19188"
"Down","ZFPM2","GSE19188"
"Up","C5orf46","GSE19188"
"Down","ST6GALNAC5","GSE19188"
"Down","ITM2A","GSE19188"
"Up","JPT1","GSE19188"
"Down","HSD17B11","GSE19188"
"Down","NCF2","GSE19188"
"Down","IL17D","GSE19188"
"Down","EMP1","GSE19188"
"Down","RASSF2","GSE19188"
"Up","BOLA3","GSE19188"
"Down","FOLR1","GSE19188"
"Down","SAMHD1","GSE19188"
"Down","CYBRD1","GSE19188"
"Down","FOS","GSE19188"
"Up","NMU","GSE19188"
"Up","ERO1A","GSE19188"
"Up","DDX39A","GSE19188"
"Down","PLK3","GSE19188"
"Down","LDLR","GSE19188"
"Down","EDN1","GSE19188"
"Down","LAMA2","GSE19188"
"Down","ECM2","GSE19188"
"Down","FERMT2","GSE19188"
"Down","NR4A1","GSE19188"
"Down","P3H2","GSE19188"
"Up","TMPRSS4","GSE19188"
"Down","TOX2","GSE19188"
"Down","TMEM178A","GSE19188"
"Down","TYROBP","GSE19188"
"Down","ABCG2","GSE19188"
"Down","HLA-DPB1","GSE19188"
"Down","GIMAP4","GSE19188"
"Down","MYH11","GSE19188"
"Up","SLC6A8","GSE19188"
"Down","SLCO4C1","GSE19188"
"Up","CBLC","GSE19188"
"Down","LRRN4CL","GSE19188"
"Down","TMT1A","GSE19188"
"Down","DOCK8","GSE19188"
"Down","MYLK","GSE19188"
"Up","RPL39L","GSE19188"
"Up","CKS2","GSE19188"
"Down","ENPP4","GSE19188"
"Down","TRPC6","GSE19188"
"Down","SPRY4","GSE19188"
"Up","EPN3","GSE19188"
"Up","SHCBP1","GSE19188"
"Down","SMAD7","GSE19188"
"Up","PKM","GSE19188"
"Down","ADAMTS1","GSE19188"
"Up","MARCKSL1","GSE19188"
"Down","PKIG","GSE19188"
"Down","CARD16","GSE19188"
"Down","ITGAM","GSE19188"
"Down","TMEM220","GSE19188"
"Down","SECISBP2L","GSE19188"
"Down","SERPING1","GSE19188"
"Down","CPM","GSE19188"
"Down","SLC31A2","GSE19188"
"Down","ITGAX","GSE19188"
"Down","SLC34A2","GSE19188"
"Up","CRABP2","GSE19188"
"Up","PRKDC","GSE19188"
"Down","COL4A4","GSE19188"
"Down","NAPSA","GSE19188"
"Up","PRIM1","GSE19188"
"Down","ITPR1","GSE19188"
"Up","MMP11","GSE19188"
"Down","RCAN2","GSE19188"
"Down","PCDH17","GSE19188"
"Up","ANP32E","GSE19188"
"Down","PRDM6","GSE19188"
"Down","FAR2","GSE19188"
"Down","RRAS","GSE19188"
"Down","CTNNAL1","GSE19188"
"Down","SHANK2","GSE19188"
"Down","KCNJ8","GSE19188"
"Down","MGLL","GSE19188"
"Up","FBXO45","GSE19188"
"Up","COL5A2","GSE19188"
"Down","GGTA1","GSE19188"
"Down","S100A3","GSE19188"
"Up","HMGB3","GSE19188"
"Up","LMNB2","GSE19188"
"Up","CENPH","GSE19188"
"Down","MRGPRF","GSE19188"
"Down","APOL3","GSE19188"
"Down","STAT5A","GSE19188"
"Down","CNN1","GSE19188"
"Down","PTGER2","GSE19188"
"Down","NINJ2","GSE19188"
"Up","BMAL2","GSE19188"
"Down","WASF3","GSE19188"
"Up","RMI1","GSE19188"
"Down","HOXA5","GSE19188"
"Down","CD1C","GSE19188"
"Down","CCL2","GSE19188"
"Up","FNDC1","GSE19188"
"Up","DCAF13","GSE19188"
"Up","SLC12A8","GSE19188"
"Down","CTSO","GSE19188"
"Down","SH3GL3","GSE19188"
"Up","THBS2","GSE19188"
"Down","NCALD","GSE19188"
"Up","ABCB6","GSE19188"
"Down","EML1","GSE19188"
"Down","LILRB2","GSE19188"
"Down","SELE","GSE19188"
"Down","NR2F1","GSE19188"
"Up","HS6ST2","GSE19188"
"Down","PTGDS","GSE19188"
"Down","AGTR2","GSE19188"
"Down","RNASE1","GSE19188"
"Down","ARRDC4","GSE19188"
"Down","HCK","GSE19188"
"Down","CX3CL1","GSE19188"
"Down","SLC7A7","GSE19188"
"Down","SCTR","GSE19188"
"Down","STING1","GSE19188"
"Up","UCHL1","GSE19188"
"Down","FAS","GSE19188"
"Down","ANPEP","GSE19188"
"Down","CITED2","GSE19188"
"Down","LMO3","GSE19188"
"Up","SALL4","GSE19188"
"Up","CXCL13","GSE19188"
"Down","FGF7","GSE19188"
"Down","IL6","GSE19188"
"Down","NKD2","GSE19188"
"Up","ADAM12","GSE19188"
"Down","MAOA","GSE19188"
"Down","SCEL","GSE19188"
"Down","FXYD6","GSE19188"
"Down","FAT3","GSE19188"
"Up","ALYREF","GSE19188"
"Up","TACC3","GSE19188"
"Down","LGALSL","GSE19188"
"Down","TLR8","GSE19188"
"Down","PGC","GSE19188"
"Down","COBL","GSE19188"
"Down","SHROOM3","GSE19188"
"Up","SLC7A5","GSE19188"
"Down","TFPI","GSE19188"
"Up","TCF19","GSE19188"
"Down","ICAM4","GSE19188"
"Down","ZBTB16","GSE19188"
"Down","ATP8A1","GSE19188"
"Down","NEBL","GSE19188"
"Down","NEDD9","GSE19188"
"Up","SOX4","GSE19188"
"Down","SLC15A3","GSE19188"
"Down","ZMAT1","GSE19188"
"Down","CLIC2","GSE19188"
"Down","C1orf116","GSE19188"
"Down","CPA3","GSE19188"
"Up","MSH2","GSE19188"
"Down","IRX2","GSE19188"
"Down","SLPI","GSE19188"
"Down","ITGAL","GSE19188"
"Up","CNFN","GSE19188"
"Up","SUGCT","GSE19188"
"Up","SMC2","GSE19188"
"Up","SIX1","GSE19188"
"Down","UNC13B","GSE19188"
"Up","MTFR2","GSE19188"
"Up","GCLC","GSE19188"
"Up","TPD52","GSE19188"
"Down","CD55","GSE19188"
"Down","C1orf115","GSE19188"
"Up","IGFL2","GSE19188"
"Up","WASF1","GSE19188"
"Down","AGR3","GSE19188"
"Up","COL1A2","GSE19188"
"Down","LY86","GSE19188"
"Up","MGME1","GSE19188"
"Down","CAMK2N1","GSE19188"
"Up","BAIAP2L1","GSE19188"
"Down","GPA33","GSE19188"
"Down","P2RY13","GSE19188"
"Down","AHCYL2","GSE19188"
"Down","LRCH2","GSE19188"
"Up","SAC3D1","GSE19188"
"Down","KLHL29","GSE19188"
"Down","CRTAM","GSE19188"
"Down","TSPAN7","GSE19188"
"Down","CSF3","GSE19188"
"Up","GINS4","GSE19188"
"Down","ETS2","GSE19188"
"Down","FOXA2","GSE19188"
"Down","PLAAT3","GSE19188"
"Up","H2BC8","GSE19188"
"Down","MYO5C","GSE19188"
"Down","PTPN13","GSE19188"
"Down","ZNF423","GSE19188"
"Down","ID4","GSE19188"
"Down","MEIS1","GSE19188"
"Down","DMBT1","GSE19188"
"Down","RGS18","GSE19188"
"Up","TFAP2A","GSE19188"
"Up","FBXO5","GSE19188"
"Up","FOXO6","GSE19188"
"Down","SCNN1B","GSE19188"
"Down","CCN1","GSE19188"
"Down","CEMIP2","GSE19188"
"Down","SFTA2","GSE19188"
"Down","CD69","GSE19188"
"Down","PAG1","GSE19188"
"Up","H2AC8","GSE19188"
"Down","HMCN1","GSE19188"
"Down","C8B","GSE19188"
"Down","ACP5","GSE19188"
"Down","ICAM1","GSE19188"
"Down","TMEM71","GSE19188"
"Up","BCL11A","GSE19188"
"Down","SYDE2","GSE19188"
"Up","NETO2","GSE19188"
"Up","POSTN","GSE19188"
"Down","MGP","GSE19188"
"Down","BCHE","GSE19188"
"Down","DHCR24","GSE19188"
"Down","IRF1","GSE19188"
"Down","CACHD1","GSE19188"
"Down","NR4A3","GSE19188"
"Down","TLR2","GSE19188"
"Up","HOXB7","GSE19188"
"Down","PIGA","GSE19188"
"Up","PIGX","GSE19188"
"Up","MMP1","GSE19188"
"Down","FOXF2","GSE19188"
"Down","DNALI1","GSE19188"
"Down","TIMP3","GSE19188"
"Up","FAP","GSE19188"
"Up","TENM4","GSE19188"
"Up","ZNF367","GSE19188"
"Down","ACSS3","GSE19188"
"Down","TRIM22","GSE19188"
"Down","SCGB3A2","GSE19188"
"Down","PLXDC2","GSE19188"
"Down","AMOTL2","GSE19188"
"Down","AQP9","GSE19188"
"Down","NCKAP1L","GSE19188"
"Up","GPX2","GSE19188"
"Down","CRIP1","GSE19188"
"Up","RASSF6","GSE19188"
"Up","HLTF","GSE19188"
"Down","PLN","GSE19188"
"Down","DACH1","GSE19188"
"Down","GPR65","GSE19188"
"Down","SCGB3A1","GSE19188"
"Down","IL7R","GSE19188"
"Up","PLEK2","GSE19188"
"Down","LBH","GSE19188"
"Down","NFKBIZ","GSE19188"
"Up","PSRC1","GSE19188"
"Up","TIPIN","GSE19188"
"Down","COL21A1","GSE19188"
"Down","TMEM108","GSE19188"
"Down","PTPRE","GSE19188"
"Down","SOSTDC1","GSE19188"
"Up","GJB3","GSE19188"
"Down","ANK2","GSE19188"
"Up","MLLT11","GSE19188"
"Down","DCN","GSE19188"
"Down","NCF4","GSE19188"
"Up","MMP9","GSE19188"
"Down","SGMS1","GSE19188"
"Down","NPC2","GSE19188"
"Up","TWIST1","GSE19188"
"Down","ZNF331","GSE19188"
"Down","CTSW","GSE19188"
"Down","LAIR1","GSE19188"
"Up","ADAMDEC1","GSE19188"
"Down","FERMT3","GSE19188"
"Up","LMNB1","GSE19188"
"Up","PERP","GSE19188"
"Down","PIGR","GSE19188"
"Down","OSR1","GSE19188"
"Up","RPL22L1","GSE19188"
"Down","SPRY2","GSE19188"
"Up","LAPTM4B","GSE19188"
"Up","HOXC6","GSE19188"
"Up","MTHFD2","GSE19188"
"Up","SPAG4","GSE19188"
"Down","BTN3A3","GSE19188"
"Up","SLC39A4","GSE19188"
"Down","DKK3","GSE19188"
"Down","FBLN1","GSE19188"
"Up","KISS1R","GSE19188"
"Down","MAFF","GSE19188"
"Down","CA2","GSE19188"
"Down","ADGRG6","GSE19188"
"Down","PLBD1","GSE19188"
"Down","RAB27A","GSE19188"
"Down","SLC22A3","GSE19188"
"Down","HLA-DMA","GSE19188"
