"Regulation","Gene","Dataset"
"Up","CP","GSE118370"
"Down","MAOB","GSE118370"
"Down","VSIR","GSE118370"
"Up","SBK1","GSE118370"
"Up","DNAH14","GSE118370"
"Down","SLC6A16","GSE118370"
"Down","TMEM273","GSE118370"
"Down","GBP4","GSE118370"
"Up","BLACAT1","GSE118370"
"Down","DENND2A","GSE118370"
"Up","CLDN7","GSE118370"
"Down","TGFB1I1","GSE118370"
"Down","PDZD2","GSE118370"
"Up","RALGPS2","GSE118370"
"Down","PCDHGB7","GSE118370"
"Down","ACE","GSE118370"
"Down","CBFA2T3","GSE118370"
"Down","ADH1B","GSE118370"
"Down","EMP2","GSE118370"
"Up","NECTIN4","GSE118370"
"Down","ZNF660","GSE118370"
"Up","TBC1D30","GSE118370"
"Down","CYRIA","GSE118370"
"Down","MFAP4","GSE118370"
"Down","COX7A1","GSE118370"
"Down","ZNF135","GSE118370"
"Down","ITM2A","GSE118370"
"Up","KCNK5","GSE118370"
"Down","EML1","GSE118370"
"Up","MUC3A","GSE118370"
"Up","TMEM92","GSE118370"
"Up","IRF6","GSE118370"
"Down","ACACB","GSE118370"
"Down","NEBL","GSE118370"
"Up","MUC1","GSE118370"
"Down","SMAD7","GSE118370"
"Down","HSD11B1","GSE118370"
"Down","GIMAP7","GSE118370"
"Down","DNAJB4","GSE118370"
"Up","TMC4","GSE118370"
"Up","SEMA4B","GSE118370"
"Down","PHACTR1","GSE118370"
"Down","ZEB1","GSE118370"
"Down","TBX5","GSE118370"
"Down","CCDC68","GSE118370"
"Down","TACC1","GSE118370"
"Down","DGKE","GSE118370"
"Down","PRICKLE1","GSE118370"
"Up","PHKA1","GSE118370"
"Down","PALMD","GSE118370"
"Down","KANK2","GSE118370"
"Up","EPCAM","GSE118370"
"Down","ZEB2","GSE118370"
"Down","LILRB2","GSE118370"
"Down","FYN","GSE118370"
"Up","PRSS16","GSE118370"
"Up","POU2AF1","GSE118370"
"Up","BCAS1","GSE118370"
"Down","HLX","GSE118370"
"Down","EFNB2","GSE118370"
"Down","ANKRD1","GSE118370"
"Down","NR2F2","GSE118370"
"Down","GZMB","GSE118370"
"Down","CCDC69","GSE118370"
"Up","UBE2T","GSE118370"
"Down","NUAK1","GSE118370"
"Up","LMO3","GSE118370"
"Up","ZDHHC9","GSE118370"
"Down","ENG","GSE118370"
"Up","RAMP1","GSE118370"
"Up","SLC39A11","GSE118370"
"Down","BCHE","GSE118370"
"Down","GDF10","GSE118370"
"Up","GPR160","GSE118370"
"Down","CCN5","GSE118370"
"Down","TPM4","GSE118370"
"Up","FERMT1","GSE118370"
"Down","MYO15B","GSE118370"
"Down","FAM162B","GSE118370"
"Up","PRSS8","GSE118370"
"Down","FUT1","GSE118370"
"Up","FAM136A","GSE118370"
"Down","ZNF662","GSE118370"
"Up","GDF15","GSE118370"
"Up","ENPP5","GSE118370"
"Down","MCC","GSE118370"
"Up","SULF1","GSE118370"
"Up","SFRP4","GSE118370"
"Down","SBSPON","GSE118370"
"Down","DPEP2","GSE118370"
"Down","RASSF2","GSE118370"
"Up","ACSL5","GSE118370"
"Down","HECW2","GSE118370"
"Down","HOXA2","GSE118370"
"Up","SEC24D","GSE118370"
"Down","PPP1R14A","GSE118370"
"Up","MSI2","GSE118370"
"Up","ST6GALNAC1","GSE118370"
"Down","AGTR1","GSE118370"
"Down","SCN4B","GSE118370"
"Down","G0S2","GSE118370"
"Down","PDE3B","GSE118370"
"Up","GLB1L2","GSE118370"
"Down","CAB39L","GSE118370"
"Up","DNAH5","GSE118370"
"Up","SUGCT","GSE118370"
"Down","RARRES2","GSE118370"
"Down","KLRC3","GSE118370"
"Down","NPY1R","GSE118370"
"Up","PDIA4","GSE118370"
"Down","GLIPR2","GSE118370"
"Down","C1QTNF7","GSE118370"
"Down","VGLL3","GSE118370"
"Up","NET1","GSE118370"
"Down","GIMAP1","GSE118370"
"Up","BSPRY","GSE118370"
"Down","MS4A7","GSE118370"
"Down","ABCA8","GSE118370"
"Up","HS6ST2","GSE118370"
"Up","LGSN","GSE118370"
"Down","OR5P2","GSE118370"
"Down","PLA1A","GSE118370"
"Down","CASQ2","GSE118370"
"Up","SIX4","GSE118370"
"Down","MT1M","GSE118370"
"Up","MMP9","GSE118370"
"Down","KCNK17","GSE118370"
"Up","EPS8","GSE118370"
"Down","PCOLCE2","GSE118370"
"Down","SERPING1","GSE118370"
"Down","RNF125","GSE118370"
"Down","FIBIN","GSE118370"
"Up","CEACAM6","GSE118370"
"Up","KRTCAP3","GSE118370"
"Down","SLC11A1","GSE118370"
"Down","OLFML1","GSE118370"
"Down","SIRPB1","GSE118370"
"Down","SYNPO2","GSE118370"
"Down","IL18R1","GSE118370"
"Down","PLAGL1","GSE118370"
"Down","LPL","GSE118370"
"Down","FAM43A","GSE118370"
"Down","ANO6","GSE118370"
"Down","CD52","GSE118370"
"Down","OLFML2A","GSE118370"
"Up","ALDH18A1","GSE118370"
"Up","ALDH1A3","GSE118370"
"Down","NEK3","GSE118370"
"Down","ECRG4","GSE118370"
"Down","CLEC2B","GSE118370"
"Up","FRK","GSE118370"
"Down","SGCE","GSE118370"
"Up","MAP7","GSE118370"
"Down","ROBO3","GSE118370"
"Down","RFLNB","GSE118370"
"Up","ZBTB18","GSE118370"
"Down","OLFML3","GSE118370"
"Up","CDH3","GSE118370"
"Up","LYPLA1","GSE118370"
"Down","DKK3","GSE118370"
"Up","TANC2","GSE118370"
"Down","EGFL6","GSE118370"
"Down","DUOX1","GSE118370"
"Down","CFD","GSE118370"
"Down","PRPH2","GSE118370"
"Down","SELENOP","GSE118370"
"Down","ADGRL4","GSE118370"
"Up","GALNT7","GSE118370"
"Up","FAXC","GSE118370"
"Up","AGR2","GSE118370"
"Down","CHN1","GSE118370"
"Up","NQO1","GSE118370"
"Down","SOSTDC1","GSE118370"
"Down","MAMDC2","GSE118370"
"Down","CCN2","GSE118370"
"Down","FGFBP2","GSE118370"
"Up","SLC44A4","GSE118370"
"Down","MARCO","GSE118370"
"Down","CD5L","GSE118370"
"Up","TMPRSS4","GSE118370"
"Down","CD247","GSE118370"
"Up","PLA2G2C","GSE118370"
"Up","SLC41A2","GSE118370"
"Down","PTPRM","GSE118370"
"Down","LHFPL6","GSE118370"
"Up","CDH1","GSE118370"
"Up","DNAJB13","GSE118370"
"Down","PMP22","GSE118370"
"Down","KLRD1","GSE118370"
"Up","KCNK1","GSE118370"
"Down","SCN7A","GSE118370"
"Up","ESRP1","GSE118370"
"Up","NT5E","GSE118370"
"Down","RAI2","GSE118370"
"Down","APOBEC3A","GSE118370"
"Up","SEM1","GSE118370"
"Up","B4GALNT3","GSE118370"
"Up","CCNJL","GSE118370"
"Up","KIF21A","GSE118370"
"Up","TLCD1","GSE118370"
"Up","LCN2","GSE118370"
"Down","CLIC5","GSE118370"
"Down","CSRP2","GSE118370"
"Down","GZMH","GSE118370"
"Up","SERINC2","GSE118370"
"Down","C1orf115","GSE118370"
"Down","MSR1","GSE118370"
"Down","PCDH17","GSE118370"
"Up","ADAM28","GSE118370"
"Up","TRIM2","GSE118370"
"Down","LRRK2","GSE118370"
"Up","OCIAD2","GSE118370"
"Up","FOXA1","GSE118370"
"Down","NPNT","GSE118370"
"Down","SAMD5","GSE118370"
"Down","SPARCL1","GSE118370"
"Down","HYAL1","GSE118370"
"Down","RGS9","GSE118370"
"Up","SLC35F2","GSE118370"
"Up","ERBB2","GSE118370"
"Up","TFAP2A","GSE118370"
"Down","DPT","GSE118370"
"Down","C19orf84","GSE118370"
"Up","TRIP13","GSE118370"
"Up","BZW2","GSE118370"
"Up","GRHL2","GSE118370"
"Up","MAPK13","GSE118370"
"Down","HBB","GSE118370"
"Down","PLSCR4","GSE118370"
"Up","CNFN","GSE118370"
"Down","PDCD1LG2","GSE118370"
"Up","SERPIND1","GSE118370"
"Up","SPSB1","GSE118370"
"Up","PLEKHS1","GSE118370"
"Down","DOCK11","GSE118370"
"Down","IFIT3","GSE118370"
"Down","GBP1","GSE118370"
"Up","ARHGAP39","GSE118370"
"Up","SPP1","GSE118370"
"Up","HMGB3","GSE118370"
"Down","JAK2","GSE118370"
"Up","CYP2J2","GSE118370"
"Down","MYL1","GSE118370"
"Down","AFF3","GSE118370"
"Down","MYO16","GSE118370"
"Up","CCNO","GSE118370"
"Up","ATP1B1","GSE118370"
"Down","RBP4","GSE118370"
"Down","KANK4","GSE118370"
"Down","GRM3","GSE118370"
"Up","NAPSA","GSE118370"
"Down","GLDN","GSE118370"
"Up","UQCC2","GSE118370"
"Down","RBMS3","GSE118370"
"Up","ARHGEF38","GSE118370"
"Up","MFSD4A","GSE118370"
"Up","CXCL13","GSE118370"
"Up","UAP1","GSE118370"
"Up","CD24","GSE118370"
"Up","SLC22A3","GSE118370"
"Down","ID1","GSE118370"
"Up","ATP6V1C2","GSE118370"
"Up","GSDMC","GSE118370"
"Up","FGD6","GSE118370"
"Up","PTTG1","GSE118370"
"Down","CARD16","GSE118370"
"Down","NEGR1","GSE118370"
"Down","PKIA","GSE118370"
"Down","ARHGEF10","GSE118370"
"Up","EPPK1","GSE118370"
"Up","ADSS2","GSE118370"
"Up","GJB2","GSE118370"
"Down","ID4","GSE118370"
"Down","RAPGEF4","GSE118370"
"Up","IGSF9","GSE118370"
"Down","PF4","GSE118370"
"Up","GFPT1","GSE118370"
"Down","AGPAT4","GSE118370"
"Down","VSIG4","GSE118370"
"Down","IRAK3","GSE118370"
"Down","NCF2","GSE118370"
"Up","GRAMD2B","GSE118370"
"Up","ENC1","GSE118370"
"Down","NPR3","GSE118370"
"Down","GUCY1A2","GSE118370"
"Down","DNASE1L3","GSE118370"
"Up","ERBB3","GSE118370"
"Up","FAM83H","GSE118370"
"Down","KCTD12","GSE118370"
"Down","MEIS2","GSE118370"
"Down","FAM167A","GSE118370"
"Up","ANKRD22","GSE118370"
"Down","CYBRD1","GSE118370"
"Down","GUCY1B1","GSE118370"
"Up","ILF2","GSE118370"
"Up","PPP1R16A","GSE118370"
"Down","NKD2","GSE118370"
"Down","FBLN5","GSE118370"
"Up","GYG2","GSE118370"
"Down","ZYX","GSE118370"
"Up","AP1M2","GSE118370"
"Down","SFTPC","GSE118370"
"Down","PHACTR2","GSE118370"
"Down","MYH11","GSE118370"
"Down","VEGFC","GSE118370"
"Down","TLE4","GSE118370"
"Up","RBIS","GSE118370"
"Up","PON3","GSE118370"
"Up","RASGEF1A","GSE118370"
"Up","TFAP2C","GSE118370"
"Down","C14orf132","GSE118370"
"Down","IL33","GSE118370"
"Up","DCAF13","GSE118370"
"Down","HHEX","GSE118370"
"Up","MMP12","GSE118370"
"Up","MAP7D2","GSE118370"
"Down","RGS5","GSE118370"
"Up","HABP2","GSE118370"
"Up","SPR","GSE118370"
"Down","A2M","GSE118370"
"Down","ADTRP","GSE118370"
"Down","PRELP","GSE118370"
"Up","LGALS3BP","GSE118370"
"Up","CLDN4","GSE118370"
"Up","SMKR1","GSE118370"
"Down","GIMAP2","GSE118370"
"Up","STK26","GSE118370"
"Up","S100A14","GSE118370"
"Up","ELF3","GSE118370"
"Up","WNT5A","GSE118370"
"Up","TNFRSF21","GSE118370"
"Up","HOXC10","GSE118370"
"Up","TPD52","GSE118370"
"Up","SPDEF","GSE118370"
"Up","LRRC59","GSE118370"
"Down","ADIRF","GSE118370"
"Down","LRRN3","GSE118370"
"Down","GPRASP1","GSE118370"
"Down","CSTA","GSE118370"
"Up","DPP4","GSE118370"
"Up","COL9A2","GSE118370"
"Down","CCDC102B","GSE118370"
"Down","TMT1A","GSE118370"
"Down","TNFSF10","GSE118370"
"Up","CST4","GSE118370"
"Up","CIT","GSE118370"
"Down","ZBTB16","GSE118370"
"Up","PON2","GSE118370"
"Down","EGFL7","GSE118370"
"Up","TOP2A","GSE118370"
"Down","C16orf54","GSE118370"
"Down","PRKD1","GSE118370"
"Down","ST6GALNAC5","GSE118370"
"Down","PRICKLE2","GSE118370"
"Down","KDR","GSE118370"
"Up","SFTA2","GSE118370"
"Up","H3C2","GSE118370"
"Up","IDH1","GSE118370"
"Up","RDH10","GSE118370"
"Up","PLS1","GSE118370"
"Down","ZNF596","GSE118370"
"Up","ADORA2B","GSE118370"
"Up","IER3","GSE118370"
"Down","TMEM178A","GSE118370"
"Up","FAM111B","GSE118370"
"Up","SCUBE3","GSE118370"
"Down","KLF2","GSE118370"
"Down","BLMH","GSE118370"
"Down","SIGLEC16","GSE118370"
"Up","ZWINT","GSE118370"
"Up","MND1","GSE118370"
"Down","PLLP","GSE118370"
"Up","GPT2","GSE118370"
"Up","F2RL1","GSE118370"
"Down","PIP5K1B","GSE118370"
"Up","NUP62CL","GSE118370"
"Down","SOCS2","GSE118370"
"Down","AQP4","GSE118370"
"Up","CCL22","GSE118370"
"Up","FNDC1","GSE118370"
"Up","TNFSF15","GSE118370"
"Up","MAL2","GSE118370"
"Up","LIF","GSE118370"
"Down","RSPO3","GSE118370"
"Down","CXCL12","GSE118370"
"Down","BTN3A3","GSE118370"
"Down","DCN","GSE118370"
"Down","TSPAN7","GSE118370"
"Down","PPARGC1A","GSE118370"
"Up","MRPL13","GSE118370"
"Down","ARHGAP29","GSE118370"
"Up","TFCP2L1","GSE118370"
"Down","FBLN1","GSE118370"
"Up","FHL2","GSE118370"
"Down","LIFR","GSE118370"
"Down","FMO3","GSE118370"
"Up","ENO1","GSE118370"
"Down","OGN","GSE118370"
"Down","GJA5","GSE118370"
"Up","SRD5A3","GSE118370"
"Down","SNAI2","GSE118370"
"Up","C17orf58","GSE118370"
"Up","LACTB2","GSE118370"
"Up","CCT3","GSE118370"
"Down","CDH13","GSE118370"
"Down","CYB5R2","GSE118370"
"Up","ELOC","GSE118370"
"Down","CRIM1","GSE118370"
"Up","CR2","GSE118370"
"Down","ADAMTS1","GSE118370"
"Up","UQCRQ","GSE118370"
"Down","TMEM88","GSE118370"
"Up","COX6C","GSE118370"
"Down","TTC7B","GSE118370"
"Up","BET1","GSE118370"
"Up","MAGED1","GSE118370"
"Up","AURKA","GSE118370"
"Down","AQP9","GSE118370"
"Up","CST1","GSE118370"
"Up","SEC61G","GSE118370"
"Up","PNKD","GSE118370"
"Down","ATP5F1E","GSE118370"
"Up","PRDX4","GSE118370"
"Up","RRM2","GSE118370"
"Down","LAMP3","GSE118370"
"Up","PABPC1L","GSE118370"
"Down","ZNF423","GSE118370"
"Down","CX3CR1","GSE118370"
"Down","ANXA3","GSE118370"
"Up","RAB15","GSE118370"
"Up","CTSE","GSE118370"
"Down","PTGDS","GSE118370"
"Down","ECM2","GSE118370"
"Down","DAPK2","GSE118370"
"Down","JAML","GSE118370"
"Up","CEACAM1","GSE118370"
"Up","CXCL17","GSE118370"
"Up","XPR1","GSE118370"
"Up","SPINK5","GSE118370"
"Up","DHRS11","GSE118370"
"Up","ARX","GSE118370"
"Up","USP43","GSE118370"
"Up","KIF20A","GSE118370"
"Up","CHMP4C","GSE118370"
"Down","CCDC152","GSE118370"
"Down","PAPSS2","GSE118370"
"Down","PCDH18","GSE118370"
"Up","ERO1A","GSE118370"
"Up","PCP4L1","GSE118370"
"Up","GRHL1","GSE118370"
"Up","COL28A1","GSE118370"
"Down","PLCB4","GSE118370"
"Up","CLDN3","GSE118370"
"Down","FBXL7","GSE118370"
"Up","CAPN12","GSE118370"
"Up","TSPAN1","GSE118370"
"Down","HTR3C","GSE118370"
"Up","NME1","GSE118370"
"Up","SRPK1","GSE118370"
"Down","FAXDC2","GSE118370"
"Up","PSAT1","GSE118370"
"Down","TULP2","GSE118370"
"Up","STK39","GSE118370"
"Up","ERRFI1","GSE118370"
"Up","TPX2","GSE118370"
"Down","CXCR2","GSE118370"
"Up","ECT2","GSE118370"
"Down","GZMA","GSE118370"
"Up","CELSR3","GSE118370"
"Up","TMEM63C","GSE118370"
"Up","ELAPOR1","GSE118370"
"Up","CENPF","GSE118370"
"Down","HSPB8","GSE118370"
"Up","CLDN12","GSE118370"
"Up","C1orf226","GSE118370"
"Up","MB","GSE118370"
"Down","BMP5","GSE118370"
"Down","RNF144B","GSE118370"
"Up","GCNT3","GSE118370"
"Down","SCARA5","GSE118370"
"Up","NICOL1","GSE118370"
"Up","PCSK1N","GSE118370"
"Down","NES","GSE118370"
"Down","PCDHB11","GSE118370"
"Up","PIGW","GSE118370"
"Up","LRATD2","GSE118370"
"Down","CHRDL1","GSE118370"
"Up","CEP55","GSE118370"
"Down","HPGD","GSE118370"
"Up","FAM83A","GSE118370"
"Up","MPZL3","GSE118370"
"Up","CDKN3","GSE118370"
"Up","SLC39A4","GSE118370"
"Down","S100A8","GSE118370"
"Down","MATN2","GSE118370"
"Up","ZNF217","GSE118370"
"Down","REEP1","GSE118370"
"Up","CD19","GSE118370"
"Down","LAMB1","GSE118370"
"Down","LRRC36","GSE118370"
"Down","SLC46A2","GSE118370"
"Down","LRRC36","GSE33532"
"Down","ADAMTS8","GSE33532"
"Down","ROBO4","GSE33532"
"Down","AGER","GSE33532"
"Down","SPTBN1","GSE33532"
"Down","AGTR1","GSE33532"
"Down","CLIC5","GSE33532"
"Down","KANK3","GSE33532"
"Down","FAM107A","GSE33532"
"Down","GRK5","GSE33532"
"Down","STARD9","GSE33532"
"Down","PTPRB","GSE33532"
"Down","CA4","GSE33532"
"Down","GIMAP8","GSE33532"
"Down","ACVRL1","GSE33532"
"Down","STX11","GSE33532"
"Down","LTBP4","GSE33532"
"Down","FHL1","GSE33532"
"Down","COL6A6","GSE33532"
"Down","IGSF10","GSE33532"
"Down","TCF21","GSE33532"
"Down","RAP1A","GSE33532"
"Up","MIF","GSE33532"
"Down","LEPR","GSE33532"
"Down","FGD5","GSE33532"
"Down","TMEM74B","GSE33532"
"Down","ARHGAP31","GSE33532"
"Down","GPIHBP1","GSE33532"
"Down","ARHGEF15","GSE33532"
"Down","NPR1","GSE33532"
"Down","SH2D3C","GSE33532"
"Down","GPD1","GSE33532"
"Down","CLDN18","GSE33532"
"Up","NME1","GSE33532"
"Down","HSPA12B","GSE33532"
"Down","MMRN2","GSE33532"
"Down","RHOJ","GSE33532"
"Down","RAMP2","GSE33532"
"Down","CAPN3","GSE33532"
"Down","LCAT","GSE33532"
"Down","LGI3","GSE33532"
"Down","TNNC1","GSE33532"
"Down","BTNL9","GSE33532"
"Down","SHANK3","GSE33532"
"Down","CCBE1","GSE33532"
"Down","NOTCH4","GSE33532"
"Down","LIMS2","GSE33532"
"Down","ERG","GSE33532"
"Down","TBX2","GSE33532"
"Down","EFCC1","GSE33532"
"Down","MAP3K3","GSE33532"
"Down","CCM2L","GSE33532"
"Down","ATG16L2","GSE33532"
"Down","VIPR1","GSE33532"
"Down","RAMP3","GSE33532"
"Down","CRY2","GSE33532"
"Down","DENND3","GSE33532"
"Down","SPOCK2","GSE33532"
"Up","CTHRC1","GSE33532"
"Down","MYZAP","GSE33532"
"Down","ACADL","GSE33532"
"Down","MYOC","GSE33532"
"Up","EPN3","GSE33532"
"Down","CCDC85A","GSE33532"
"Down","PCDH12","GSE33532"
"Down","GPR146","GSE33532"
"Down","FGFR4","GSE33532"
"Down","SMAD6","GSE33532"
"Down","ECSCR","GSE33532"
"Down","ESAM","GSE33532"
"Down","PECAM1","GSE33532"
"Down","CLEC3B","GSE33532"
"Down","FLI1","GSE33532"
"Down","JAM2","GSE33532"
"Down","PKNOX2","GSE33532"
"Down","MYO15B","GSE33532"
"Down","QKI","GSE33532"
"Down","SOX17","GSE33532"
"Down","FXYD1","GSE33532"
"Down","COL4A3","GSE33532"
"Down","SEMA3G","GSE33532"
"Down","CASKIN2","GSE33532"
"Down","ENTREP1","GSE33532"
"Down","PEAR1","GSE33532"
"Down","SNRK","GSE33532"
"Up","ALDH18A1","GSE33532"
"Down","CALCRL","GSE33532"
"Down","CD36","GSE33532"
"Down","STARD8","GSE33532"
"Down","NPFF","GSE33532"
"Down","ADCY4","GSE33532"
"Down","WFS1","GSE33532"
"Down","CAVIN2","GSE33532"
"Down","TPPP3","GSE33532"
"Down","PDE2A","GSE33532"
"Down","TNS2","GSE33532"
"Down","DPEP2","GSE33532"
"Down","SHROOM4","GSE33532"
"Down","MACF1","GSE33532"
"Down","ARAP3","GSE33532"
"Down","PALM2AKAP2","GSE33532"
"Down","KCNK3","GSE33532"
"Down","ALKAL2","GSE33532"
"Down","TACC1","GSE33532"
"Down","CDH5","GSE33532"
"Down","LRRN3","GSE33532"
"Down","SCN7A","GSE33532"
"Down","PTPN21","GSE33532"
"Down","SCN4B","GSE33532"
"Down","SASH1","GSE33532"
"Down","SLIT2","GSE33532"
"Down","MCEMP1","GSE33532"
"Down","FCN3","GSE33532"
"Down","PPARG","GSE33532"
"Down","PLAC9","GSE33532"
"Down","TIE1","GSE33532"
"Up","OCIAD2","GSE33532"
"Down","MFNG","GSE33532"
"Up","UBE2T","GSE33532"
"Down","OSCAR","GSE33532"
"Down","CLEC14A","GSE33532"
"Up","SLC12A8","GSE33532"
"Down","PLEKHH2","GSE33532"
"Down","PIAS1","GSE33532"
"Down","EMP2","GSE33532"
"Down","ARHGEF26","GSE33532"
"Down","MFAP4","GSE33532"
"Down","SIRPB1","GSE33532"
"Up","PCLAF","GSE33532"
"Down","GSTM5","GSE33532"
"Down","VWF","GSE33532"
"Down","NLRP1","GSE33532"
"Down","KCNA5","GSE33532"
"Down","CD34","GSE33532"
"Down","INMT","GSE33532"
"Down","SLIT3","GSE33532"
"Down","EDNRB","GSE33532"
"Down","HSPB6","GSE33532"
"Down","FOXF1","GSE33532"
"Down","ADPRH","GSE33532"
"Down","WWC2","GSE33532"
"Down","TBX4","GSE33532"
"Down","CLEC1A","GSE33532"
"Down","RGCC","GSE33532"
"Down","S1PR1","GSE33532"
"Up","NPM3","GSE33532"
"Down","TMEM100","GSE33532"
"Down","PEAK1","GSE33532"
"Up","MANF","GSE33532"
"Down","TBX3","GSE33532"
"Down","RASL12","GSE33532"
"Down","DES","GSE33532"
"Down","TMOD1","GSE33532"
"Up","PLPP2","GSE33532"
"Up","DPY30","GSE33532"
"Up","UQCC2","GSE33532"
"Down","HOXA4","GSE33532"
"Down","VEPH1","GSE33532"
"Up","MSI2","GSE33532"
"Down","TOX2","GSE33532"
"Down","SEMA6A","GSE33532"
"Up","COL10A1","GSE33532"
"Down","DENND2A","GSE33532"
"Down","AOX1","GSE33532"
"Up","MARVELD3","GSE33532"
"Down","PRKCH","GSE33532"
"Down","STARD13","GSE33532"
"Down","SLC1A1","GSE33532"
"Down","TRPV2","GSE33532"
"Down","SOX7","GSE33532"
"Down","HIGD1B","GSE33532"
"Down","RETN","GSE33532"
"Down","LDB2","GSE33532"
"Down","FXYD6","GSE33532"
"Down","LYVE1","GSE33532"
"Down","SLC39A8","GSE33532"
"Down","FRY","GSE33532"
"Down","KIAA0040","GSE33532"
"Down","TMEM88","GSE33532"
"Down","AGRP","GSE33532"
"Up","MRPL17","GSE33532"
"Down","LMOD1","GSE33532"
"Up","POLR2H","GSE33532"
"Up","TFB2M","GSE33532"
"Down","EPAS1","GSE33532"
"Down","NDRG2","GSE33532"
"Down","IQSEC1","GSE33532"
"Up","SPP1","GSE33532"
"Down","CD93","GSE33532"
"Up","UTP25","GSE33532"
"Down","MYCT1","GSE33532"
"Down","SEMA6D","GSE33532"
"Down","JCAD","GSE33532"
"Up","MZT2A","GSE33532"
"Down","ADHFE1","GSE33532"
"Down","TNS1","GSE33532"
"Down","CBFA2T3","GSE33532"
"Down","RFX2","GSE33532"
"Down","LRRC32","GSE33532"
"Down","ABCA8","GSE33532"
"Down","CSRP1","GSE33532"
"Up","CCDC167","GSE33532"
"Down","PRAM1","GSE33532"
"Down","PDZD2","GSE33532"
"Down","SYNE1","GSE33532"
"Up","SDF2L1","GSE33532"
"Up","PSAT1","GSE33532"
"Down","ABCA6","GSE33532"
"Down","ECRG4","GSE33532"
"Down","ANKRD29","GSE33532"
"Down","SYNM","GSE33532"
"Down","GNAQ","GSE33532"
"Down","STXBP6","GSE33532"
"Up","FAM241B","GSE33532"
"Down","IL11RA","GSE33532"
"Up","GGCT","GSE33532"
"Down","VSIG2","GSE33532"
"Down","ITIH3","GSE33532"
"Down","ADH1B","GSE33532"
"Down","ANGPT1","GSE33532"
"Down","EMCN","GSE33532"
"Up","MRPL3","GSE33532"
"Down","HYAL2","GSE33532"
"Down","CLDN5","GSE33532"
"Down","ICAM2","GSE33532"
"Down","TPPP","GSE33532"
"Down","GATA2","GSE33532"
"Down","PHACTR1","GSE33532"
"Down","RERG","GSE33532"
"Down","CBX7","GSE33532"
"Down","ITIH5","GSE33532"
"Down","CDKL1","GSE33532"
"Down","ADAMTSL3","GSE33532"
"Down","TGFBR2","GSE33532"
"Down","ACOXL","GSE33532"
"Down","RADIL","GSE33532"
"Down","DNASE1L3","GSE33532"
"Down","RPGR","GSE33532"
"Down","ENG","GSE33532"
"Down","PRX","GSE33532"
"Up","B4GALT2","GSE33532"
"Down","GPA33","GSE33532"
"Down","ACE","GSE33532"
"Up","RRM2","GSE33532"
"Down","DOCK4","GSE33532"
"Down","FABP4","GSE33532"
"Down","NPHP3","GSE33532"
"Down","MAMDC2","GSE33532"
"Down","UPK3B","GSE33532"
"Down","MYOZ1","GSE33532"
"Down","SUSD2","GSE33532"
"Down","CAT","GSE33532"
"Down","FBLN5","GSE33532"
"Down","SEC31B","GSE33532"
"Down","TGFBR3","GSE33532"
"Down","ADAM33","GSE33532"
"Up","DTYMK","GSE33532"
"Down","C14orf132","GSE33532"
"Down","ACSS2","GSE33532"
"Up","SPATS2","GSE33532"
"Down","GIMAP1","GSE33532"
"Down","ZNF106","GSE33532"
"Down","HBB","GSE33532"
"Up","SSR4","GSE33532"
"Down","MS4A7","GSE33532"
"Down","ITGA10","GSE33532"
"Down","WFDC1","GSE33532"
"Up","EPRS1","GSE33532"
"Down","ABI3BP","GSE33532"
"Up","GREM1","GSE33532"
"Down","CASQ2","GSE33532"
"Down","OTUD1","GSE33532"
"Down","KCNT2","GSE33532"
"Down","DAPK2","GSE33532"
"Up","PPIL1","GSE33532"
"Down","MYH10","GSE33532"
"Up","TOP2A","GSE33532"
"Down","CDO1","GSE33532"
"Down","PODXL","GSE33532"
"Down","IQCN","GSE33532"
"Down","SH3BP5","GSE33532"
"Down","UTRN","GSE33532"
"Down","KRT4","GSE33532"
"Up","PAFAH1B3","GSE33532"
"Down","MYH11","GSE33532"
"Down","ST6GALNAC6","GSE33532"
"Down","CCDC50","GSE33532"
"Down","PZP","GSE33532"
"Down","CCRL2","GSE33532"
"Down","MYADM","GSE33532"
"Down","SLC27A3","GSE33532"
"Down","MMP28","GSE33532"
"Down","CAV1","GSE33532"
"Up","CPSF3","GSE33532"
"Up","SRPK1","GSE33532"
"Down","ADCY9","GSE33532"
"Up","GINS1","GSE33532"
"Down","FAM162B","GSE33532"
"Down","DUOX1","GSE33532"
"Up","EEF1AKMT4","GSE33532"
"Down","MS4A14","GSE33532"
"Down","ALOX5","GSE33532"
"Down","SESN1","GSE33532"
"Down","HECW2","GSE33532"
"Down","MICAL1","GSE33532"
"Up","CCNB1","GSE33532"
"Up","CBX3","GSE33532"
"Down","KLF2","GSE33532"
"Up","MTX2","GSE33532"
"Up","EFNA4","GSE33532"
"Down","ADRB2","GSE33532"
"Up","NPM1","GSE33532"
"Down","TLR4","GSE33532"
"Up","HNRNPCL1","GSE33532"
"Down","GALNT17","GSE33532"
"Up","MRPL36","GSE33532"
"Down","DIAPH2","GSE33532"
"Down","NFKBID","GSE33532"
"Down","INPP5A","GSE33532"
"Down","SLC11A1","GSE33532"
"Up","PSMG3","GSE33532"
"Up","PRDX4","GSE33532"
"Up","COA6","GSE33532"
"Down","MARCO","GSE33532"
"Up","COL3A1","GSE33532"
"Down","GALNT18","GSE33532"
"Down","BMPR2","GSE33532"
